17964 (out of 15920737) words in dict
14957666 training, 963071 testing
7196429 restaurants created
6032.09kB of test data
ITER 233: d0 = 0.338; d1 = 0.685; d2 = 0.758; d3 = 0.681; PPLX 2^6.80 = 111.2
ITER 234: d0 = 0.269; d1 = 0.643; d2 = 0.778; d3 = 0.672; PPLX 2^6.80 = 111.2
ITER 235: d0 = 0.423; d1 = 0.656; d2 = 0.750; d3 = 0.666; PPLX 2^6.81 = 112.0
ITER 236: d0 = 0.305; d1 = 0.675; d2 = 0.755; d3 = 0.692; PPLX 2^6.79 = 110.9
ITER 237: d0 = 0.290; d1 = 0.658; d2 = 0.762; d3 = 0.664; PPLX 2^6.80 = 111.8
ITER 238: d0 = 0.368; d1 = 0.668; d2 = 0.770; d3 = 0.649; PPLX 2^6.81 = 112.2
ITER 239: d0 = 0.381; d1 = 0.656; d2 = 0.757; d3 = 0.672; PPLX 2^6.80 = 111.6
ITER 240: d0 = 0.524; d1 = 0.681; d2 = 0.759; d3 = 0.684; PPLX 2^6.80 = 111.1
ITER 241: d0 = 0.353; d1 = 0.678; d2 = 0.765; d3 = 0.675; PPLX 2^6.80 = 111.3
ITER 242: d0 = 0.415; d1 = 0.680; d2 = 0.765; d3 = 0.667; PPLX 2^6.80 = 111.6
ITER 243: d0 = 0.298; d1 = 0.660; d2 = 0.761; d3 = 0.671; PPLX 2^6.80 = 111.6
ITER 244: d0 = 0.279; d1 = 0.686; d2 = 0.776; d3 = 0.670; PPLX 2^6.80 = 111.2
ITER 245: d0 = 0.319; d1 = 0.651; d2 = 0.755; d3 = 0.671; PPLX 2^6.80 = 111.7
ITER 246: d0 = 0.338; d1 = 0.663; d2 = 0.766; d3 = 0.685; PPLX 2^6.79 = 110.9
ITER 247: d0 = 0.276; d1 = 0.705; d2 = 0.767; d3 = 0.663; PPLX 2^6.80 = 111.7
ITER 248: d0 = 0.412; d1 = 0.681; d2 = 0.763; d3 = 0.687; PPLX 2^6.79 = 110.9
ITER 249: d0 = 0.336; d1 = 0.684; d2 = 0.766; d3 = 0.677; PPLX 2^6.80 = 111.2
ITER 250: d0 = 0.371; d1 = 0.677; d2 = 0.773; d3 = 0.685; PPLX 2^6.79 = 110.8
ITER 251: d0 = 0.358; d1 = 0.646; d2 = 0.769; d3 = 0.669; PPLX 2^6.80 = 111.5
ITER 252: d0 = 0.332; d1 = 0.693; d2 = 0.769; d3 = 0.685; PPLX 2^6.79 = 110.8
ITER 253: d0 = 0.492; d1 = 0.676; d2 = 0.759; d3 = 0.693; PPLX 2^6.79 = 110.8
ITER 254: d0 = 0.410; d1 = 0.691; d2 = 0.764; d3 = 0.664; PPLX 2^6.80 = 111.7
ITER 255: d0 = 0.304; d1 = 0.694; d2 = 0.760; d3 = 0.669; PPLX 2^6.80 = 111.6
ITER 256: d0 = 0.326; d1 = 0.679; d2 = 0.764; d3 = 0.696; PPLX 2^6.79 = 110.6
ITER 257: d0 = 0.320; d1 = 0.697; d2 = 0.766; d3 = 0.652; PPLX 2^6.81 = 112.1
ITER 258: d0 = 0.313; d1 = 0.661; d2 = 0.761; d3 = 0.679; PPLX 2^6.80 = 111.3
ITER 259: d0 = 0.321; d1 = 0.671; d2 = 0.765; d3 = 0.681; PPLX 2^6.80 = 111.1
ITER 260: d0 = 0.339; d1 = 0.654; d2 = 0.766; d3 = 0.667; PPLX 2^6.80 = 111.6
ITER 261: d0 = 0.467; d1 = 0.673; d2 = 0.767; d3 = 0.672; PPLX 2^6.80 = 111.4
ITER 262: d0 = 0.268; d1 = 0.666; d2 = 0.763; d3 = 0.686; PPLX 2^6.79 = 111.0
ITER 263: d0 = 0.310; d1 = 0.700; d2 = 0.746; d3 = 0.668; PPLX 2^6.81 = 112.0
ITER 264: d0 = 0.451; d1 = 0.678; d2 = 0.770; d3 = 0.687; PPLX 2^6.79 = 110.7
ITER 265: d0 = 0.290; d1 = 0.654; d2 = 0.767; d3 = 0.693; PPLX 2^6.79 = 110.7
ITER 266: d0 = 0.420; d1 = 0.706; d2 = 0.768; d3 = 0.674; PPLX 2^6.80 = 111.2
ITER 267: d0 = 0.309; d1 = 0.677; d2 = 0.761; d3 = 0.692; PPLX 2^6.79 = 110.8
ITER 268: d0 = 0.351; d1 = 0.648; d2 = 0.773; d3 = 0.684; PPLX 2^6.79 = 110.9
ITER 269: d0 = 0.377; d1 = 0.654; d2 = 0.757; d3 = 0.677; PPLX 2^6.80 = 111.4
ITER 270: d0 = 0.466; d1 = 0.678; d2 = 0.750; d3 = 0.683; PPLX 2^6.80 = 111.3
ITER 271: d0 = 0.286; d1 = 0.664; d2 = 0.758; d3 = 0.670; PPLX 2^6.80 = 111.6
ITER 272: d0 = 0.477; d1 = 0.657; d2 = 0.760; d3 = 0.667; PPLX 2^6.80 = 111.7
ITER 273: d0 = 0.288; d1 = 0.686; d2 = 0.747; d3 = 0.669; PPLX 2^6.81 = 111.9
ITER 274: d0 = 0.308; d1 = 0.681; d2 = 0.773; d3 = 0.682; PPLX 2^6.79 = 110.9
ITER 275: d0 = 0.512; d1 = 0.676; d2 = 0.772; d3 = 0.674; PPLX 2^6.80 = 111.2
ITER 276: d0 = 0.334; d1 = 0.688; d2 = 0.737; d3 = 0.663; PPLX 2^6.81 = 112.3
ITER 277: d0 = 0.434; d1 = 0.667; d2 = 0.758; d3 = 0.682; PPLX 2^6.80 = 111.2
ITER 278: d0 = 0.344; d1 = 0.696; d2 = 0.771; d3 = 0.671; PPLX 2^6.80 = 111.3
ITER 279: d0 = 0.276; d1 = 0.654; d2 = 0.767; d3 = 0.673; PPLX 2^6.80 = 111.3
ITER 280: d0 = 0.317; d1 = 0.682; d2 = 0.758; d3 = 0.663; PPLX 2^6.81 = 111.9
ITER 281: d0 = 0.380; d1 = 0.652; d2 = 0.775; d3 = 0.699; PPLX 2^6.79 = 110.3
ITER 282: d0 = 0.272; d1 = 0.664; d2 = 0.754; d3 = 0.675; PPLX 2^6.80 = 111.5
ITER 283: d0 = 0.505; d1 = 0.679; d2 = 0.770; d3 = 0.667; PPLX 2^6.80 = 111.4
ITER 284: d0 = 0.394; d1 = 0.662; d2 = 0.776; d3 = 0.692; PPLX 2^6.79 = 110.5
ITER 285: d0 = 0.368; d1 = 0.663; d2 = 0.770; d3 = 0.680; PPLX 2^6.79 = 111.0
ITER 286: d0 = 0.407; d1 = 0.659; d2 = 0.766; d3 = 0.660; PPLX 2^6.81 = 111.9
ITER 287: d0 = 0.341; d1 = 0.665; d2 = 0.750; d3 = 0.679; PPLX 2^6.80 = 111.5
ITER 288: d0 = 0.500; d1 = 0.665; d2 = 0.738; d3 = 0.665; PPLX 2^6.81 = 112.3
ITER 289: d0 = 0.272; d1 = 0.698; d2 = 0.737; d3 = 0.696; PPLX 2^6.80 = 111.1
ITER 290: d0 = 0.343; d1 = 0.641; d2 = 0.758; d3 = 0.664; PPLX 2^6.81 = 112.0
ITER 291: d0 = 0.317; d1 = 0.678; d2 = 0.766; d3 = 0.689; PPLX 2^6.79 = 110.8
ITER 292: d0 = 0.303; d1 = 0.682; d2 = 0.773; d3 = 0.682; PPLX 2^6.79 = 110.9
ITER 293: d0 = 0.319; d1 = 0.679; d2 = 0.777; d3 = 0.685; PPLX 2^6.79 = 110.7
ITER 294: d0 = 0.395; d1 = 0.681; d2 = 0.761; d3 = 0.682; PPLX 2^6.80 = 111.1
ITER 295: d0 = 0.378; d1 = 0.674; d2 = 0.773; d3 = 0.672; PPLX 2^6.80 = 111.2
ITER 296: d0 = 0.309; d1 = 0.649; d2 = 0.766; d3 = 0.675; PPLX 2^6.80 = 111.3
ITER 297: d0 = 0.301; d1 = 0.700; d2 = 0.775; d3 = 0.681; PPLX 2^6.79 = 110.9
ITER 298: d0 = 0.337; d1 = 0.649; d2 = 0.756; d3 = 0.677; PPLX 2^6.80 = 111.5
ITER 299: d0 = 0.374; d1 = 0.681; d2 = 0.769; d3 = 0.674; PPLX 2^6.80 = 111.2

SUMMARY
Compression ratio: 1.083301 bits/char (13.541260%)
Perplexity: 2^6.785140 = 110.288577

SAMPLE TEXT
... previously had not appeared <proper_noun> a_gas station in missouri and east knows <proper_noun> as long as infected when <proper_noun> 're sold <proper_noun> year to a lawsuit was over whether <proper_noun> 's `` hysteria , to the new_york ; and saying <proper_noun> coach , <unknown> <unknown> of <unknown> a partner to help ourselves is diminished drew sharp criticism <proper_noun> other countries like plea allied signal - the right to make the payments , and the banks would keep the city would_be <unknown> came_in a san_francisco hospital , said the revamped sort and identify the employees made the altar breach in the number of people living_in the area , wrapped in #n . the resolution was <unknown> belt known_as the <unknown> sick and tired_of <proper_noun> advises house . the house took the embattled central_bank searched for the group 's legislative conference last november , short of lifting the_ban on how the groups said . liver cells memorial_day weekend , for the past #n to justify his failed <unknown> . whether <proper_noun> 's law . . #n #an bad sunset limited only to `` <unknown> the <unknown> <proper_noun> the commission of a company is `` totally burned mon <proper_noun> trampled over the economy '' . de la <proper_noun> , <proper_noun> felt <proper_noun> <proper_noun> without security or public safety question . and <proper_noun> 're <unknown> that_is an agreement , the <proper_noun> of 4_1 years ; now or later against a backdrop of france 's contribution to the vatican has paid_for <proper_noun> . ' i ...
